timestamp,open,high,low,close,volume,sma5,rsi14
2016-08-01,133.21,134.23,132.7,133.21,3067127,134.13800000000006,53.458383175747294
2016-08-02,132.95,133.4,131.35,131.6,3156760,133.48800000000006,48.69481650173164
2016-08-03,131.77,132.4491,131.62,131.87,2359275,132.67000000000004,49.50739767229038
2016-08-04,132.0,132.55,130.955,131.21,3009006,132.31000000000006,47.52586869470452
2016-08-05,132.21,132.44,131.01,131.73,3120136,131.92400000000006,49.24938628111112
2016-08-08,132.14,132.95,131.75,132.19,2443769,131.72000000000008,50.78920644123808
2016-08-09,132.73,132.99,132.23,132.63,3013939,131.92600000000007,52.28063643851211
2016-08-10,132.1,133.53,131.71,132.28,2642249,132.00800000000007,50.95766022638214
2016-08-11,132.85,133.56,132.3,133.0,2275674,132.36600000000004,53.56106987903888
2016-08-12,132.9,133.78,132.63,133.1,2522523,132.64000000000004,53.92689288779548
2016-08-15,133.7,135.0,133.55,134.66,2812634,133.13400000000007,59.31167248438916
2016-08-16,134.15,135.21,133.4,135.0,2759206,133.60800000000006,60.39803839889165
2016-08-17,134.85,134.99,134.111,134.72,2854630,134.09600000000006,59.000933633873956
2016-08-18,134.72,135.96,134.53,135.0,2030826,134.49600000000007,59.997436711567175
2016-08-19,134.5,135.0,133.84,134.44,1922645,134.76400000000007,57.01279836565215
