timestamp,open,high,low,close,volume,sma20,ema20
2019-03-13,5.6,5.68,5.27,5.43,3534216,5.857,5.76210023145692
2019-03-12,5.32,5.61,5.1735,5.5,6063621,5.904999999999999,5.797058150557648
2019-03-11,5.1,5.46,4.96,5.34,4482795,5.941,5.828327429563716
2019-03-08,4.97,5.16,4.95,5.1,4535616,5.991999999999999,5.879730316886213
2019-03-07,5.44,5.45,5.17,5.2,4074154,6.063999999999999,5.961807192347919
2019-03-06,5.58,5.65,5.32,5.48,3733594,6.1435,6.041997423121384
2019-03-05,5.63,5.73,5.5,5.59,3260706,6.2365,6.101155046607846
2019-03-04,5.83,5.85,5.4,5.7,5433779,6.320000000000001,6.154960840987619
2019-03-01,5.97,5.99,5.76,5.89,4109999,6.392500000000001,6.202851455828421
2019-02-28,5.65,5.955,5.51,5.87,6889482,6.453500000000001,6.2357831880208865
2019-02-27,5.63,5.65,5.23,5.59,9668467,6.5120000000000005,6.274286681496769
2019-02-26,5.73,5.87,5.59,5.65,7322970,6.576000000000002,6.346316858496429
2019-02-25,6.06,6.0899,5.81,5.89,5418400,6.648500000000001,6.419613369917106
2019-02-22,6.27,6.3,5.7,6.14,5960801,6.684500000000002,6.475362145697853
2019-02-21,6.32,6.42,6.23,6.31,3067264,6.703000000000001,6.510663424192364
2019-02-20,6.3,6.47,6.26,6.37,3305583,6.7090000000000005,6.531785889896823
2019-02-19,6.47,6.59,6.2,6.35,5032005,6.6915000000000004,6.548815983570173
2019-02-15,6.65,6.7179,6.41,6.52,4325000,6.6955,6.569743981840718
2019-02-14,6.5,6.73,6.45,6.6,4196161,6.7014999999999985,6.5749801904555305
2019-02-13,6.25,6.62,6.24,6.62,7426973,6.7035,6.572346526292955
2019-02-12,6.09,6.58,6.05,6.39,8699669,6.726999999999999,6.567330371165897
2019-02-11,6.33,6.47,6.09,6.22,5835983,6.757999999999998,6.585996726025465
2019-02-08,6.41,6.48,6.05,6.36,9054266,6.7559999999999985,6.62452269718604
2019-02-07,6.55,6.91,6.35,6.54,10025015,6.739999999999999,6.652367191626676
2019-02-06,7.08,7.1444,6.641,6.79,13791931,6.717999999999999,6.664195317061063
2019-02-05,7.39,7.46,7.05,7.34,10504677,6.653999999999999,6.650952718856964
2019-02-04,7.15,7.79,7.15,7.26,21146915,6.5605,6.5784214261050655
2019-02-01,7.11,7.37,7.01,7.15,10948528,6.468500000000001,6.506676313063493
2019-01-31,7.12,7.33,7.04,7.11,8734924,6.381000000000001,6.438958030228071
2019-01-30,6.89,7.45,6.72,7.04,18616457,6.290000000000001,6.3683220334099735
2019-01-29,7.02,7.18,6.66,6.87,10829751,6.198000000000001,6.297619089558392
2019-01-28,6.57,7.27,6.5001,7.1,15589738,6.116000000000001,6.237368467406643
2019-01-25,6.56,6.75,6.36,6.61,8983366,6.0230000000000015,6.14656514818629
2019-01-24,6.45,6.7,6.32,6.51,7660363,5.956500000000001,6.097782532205899
2019-01-23,6.06,6.6,6.03,6.43,10356419,5.867000000000001,6.05439121980652
2019-01-22,6.41,6.49,5.95,6.02,9382448,5.817500000000001,6.014853453470365
2019-01-18,6.75,6.87,6.4,6.43,9936374,5.846500000000001,6.014311711730404
2019-01-17,6.52,6.88,6.32,6.64,11863084,5.8285,5.970555049807288
2019-01-16,6.86,7.14,6.51,6.64,22659926,5.814500000000001,5.900087160313318
2019-01-15,7.5,7.62,6.9,7.09,31784769,5.8149999999999995,5.822201598241036
2019-01-14,6.41,7.38,6.3501,7.01,28757867,5.757499999999999,5.6887491348979875
2019-01-11,6.13,6.415,6.1,6.18,10424013,5.7015,5.549670096466197
2019-01-10,6.12,6.45,5.6,6.04,13678866,5.693,5.483319580304744
2019-01-09,5.5,6.165,5.45,6.1,13966745,5.663,5.4247216413894535
2019-01-08,5.55,5.6,5.38,5.51,5451172,5.610000000000001,5.353639708904133
2019-01-07,5.59,5.7,5.36,5.47,6782132,5.569000000000001,5.337180730894041
2019-01-04,5.38,5.65,5.31,5.42,8401813,5.5345,5.323199755198678
2019-01-03,5.23,5.85,5.08,5.4,13526460,5.492500000000001,5.3130102557459065
2019-01-02,5.07,5.39,4.99,5.29,6122390,5.475,5.303853440561265
2018-12-31,5.25,5.33,5.02,5.2,4790360,5.441999999999999,5.305311697462451
2018-12-28,5.23,5.35,5.02,5.23,5896956,5.403,5.316397139300603
2018-12-27,5.24,5.3599,4.92,5.24,6915927,5.3629999999999995,5.325491575016456
2018-12-26,5.1,5.31,4.9,5.28,9510189,5.281999999999999,5.334490688176083
2018-12-24,4.87,5.35,4.71,4.72,9459483,5.204999999999999,5.340226550089355
2018-12-21,6.46,6.48,5.2,5.44,21477330,5.165999999999999,5.405513555361918
2018-12-20,6.19,6.85,6.09,6.6,17596774,5.084499999999999,5.401883403294752
2018-12-19,6.35,6.59,6.02,6.07,10957836,4.945499999999999,5.275765866799463
2018-12-18,6.8,6.9,6.17,6.36,18005972,4.8465,5.192162273830985
2018-12-17,5.95,6.75,5.94,6.65,26658477,4.743,5.069231986865826
2018-12-14,5.65,6.0,5.36,5.94,13922440,4.6034999999999995,4.902835353904334
2018-12-13,6.5,6.73,5.8,5.89,32363051,4.463,4.793660127999527
2018-12-12,5.61,6.28,5.46,6.01,33244982,4.3315,4.678255930946845
2018-12-11,5.14,5.88,5.01,5.44,26861824,4.203,4.538072344730724
2018-12-10,4.71,5.09,4.7,5.04,10635750,4.111,4.443132591544484
2018-12-07,4.9,5.06,4.58,4.69,9698249,4.0935,4.3803044432860085
2018-12-06,4.26,4.85,4.15,4.78,8131048,4.1129999999999995,4.347704911000325
2018-12-04,4.94,5.01,4.5,4.58,12627702,4.0855,4.302200164789833
2018-12-03,5.31,5.35,4.72,5.05,25478722,4.076,4.272958076872974
2018-11-30,4.39,4.75,4.2602,4.63,12409434,4.035,4.191164190228024
2018-11-29,4.31,4.82,4.07,4.42,20157440,4.0185,4.144970947094132
2018-11-28,3.69,4.65,3.61,4.43,19495808,4.024,4.116020520472461
2018-11-27,3.73,3.77,3.35,3.62,5989378,3.997,4.082970048943247
2018-11-26,4.08,4.15,3.69,3.74,7692816,4.002,4.131703738305695
2018-11-23,3.78,4.25,3.75,3.94,7621314,4.025,4.172935710758925
2018-11-21,3.9,4.04,3.79,3.81,5485496,4.049,4.197455259259865
2018-11-20,3.76,3.98,3.68,3.82,10638095,4.0835,4.238240023392482
2018-11-19,4.37,4.47,3.93,4.09,13456190,4.1505,4.282265289012743
2018-11-16,3.82,4.5,3.65,4.29,27824442,4.1905,4.302503740487769
2018-11-15,3.6,4.11,3.3,3.86,27583020,4.268,4.303819923697008
2018-11-14,3.13,3.39,3.03,3.13,4812844,4.4030000000000005,4.350537810401955
2018-11-13,3.34,3.43,3.03,3.26,6322657,4.5655,4.479015474654793
2018-11-12,3.71,3.7489999999999997,3.35,3.44,4997951,4.752000000000001,4.6073328930395085
2018-11-09,3.65,3.84,3.45,3.6,18495294,4.9495000000000005,4.730210039675247
2018-11-08,4.99,5.09,4.53,4.69,10508443,5.079,4.849179517535799
2018-11-07,4.45,5.4,4.28,5.08,17288438,5.1415,4.865935256223778
2018-11-06,4.38,4.64,4.15,4.23,7813166,5.1884999999999994,4.843402125299964
2018-11-05,4.15,4.58,3.93,4.39,6304467,5.2635,4.907970770068382
2018-11-02,4.2,4.3748,4.15,4.23,2619129,5.413500000000001,4.962494009022949
2018-11-01,4.48,4.6,4.11,4.3,6900362,5.625500000000001,5.039598641551681
2018-10-31,3.9,4.64,3.85,4.53,9713628,5.837999999999999,5.117451130136068
2018-10-30,3.61,4.04,3.56,3.89,4299005,6.017,5.179288091203023
2018-10-29,4.17,4.3678,3.61,3.72,6260771,6.1875,5.315002627119131
2018-10-26,4.2,4.58,4.07,4.2,4554289,6.449,5.4828976405000915
2018-10-25,4.33,4.79,4.33,4.42,4767211,6.5065,5.617939497394838
2018-10-24,5.15,5.25,4.4,4.5,8089728,6.489999999999999,5.744038391857453
2018-10-23,4.05,5.48,3.93,5.16,13799730,6.487,5.874989801526659
2018-10-22,5.73,5.74,4.56,4.89,11014976,6.452,5.9502518858978855
2018-10-19,6.58,6.65,5.77,5.84,9326075,6.405499999999999,6.0618573475713475
2018-10-18,6.41,6.9,6.22,6.56,6573330,6.420999999999999,6.085210752578858
2018-10-17,6.5,6.95,6.2,6.38,9135561,6.485499999999999,6.035232937060843
2018-10-16,7.75,7.75,6.8,6.99,17343558,6.385,5.998941667277774
2018-10-15,6.23,7.48,6.11,7.39,25185629,6.176499999999999,5.894619737517539
2018-10-12,6.17,6.49,6.02,6.19,11184290,5.921999999999999,5.737211288835175
2018-10-11,5.53,5.97,5.48,5.94,9456710,5.691999999999999,5.6895493192388775
2018-10-10,6.6,6.65,5.8,6.02,19758352,5.473499999999999,5.663186089685075
2018-10-09,6.85,6.88,5.66,5.73,24595760,5.2559999999999985,5.625626730704557
2018-10-08,7.86,8.06,6.86,7.39,25284771,5.054499999999999,5.61464007077872
2018-10-05,9.0,9.3,8.15,8.47,42739976,4.7764999999999995,5.427760078229112
2018-10-04,8.66,9.48,7.36,8.55,67101893,4.438,5.107524296990071
2018-10-03,7.01,8.5,6.5,8.11,48187261,4.1125,4.745158433515342
2018-10-02,7.86,8.65,6.6,7.3,74627576,3.804500000000001,4.390964584411694
2018-10-01,6.88,8.95,6.43,8.95,96100806,3.522000000000001,4.08475033013924
2018-09-28,4.45,5.72,4.23,5.35,49238223,3.1485000000000003,3.572618785943371
2018-09-27,4.36,4.418,4.0,4.09,11328900,2.9562500000000003,3.3855260265689893
2018-09-26,4.67,4.76,4.35,4.44,13179470,2.8277500000000004,3.3113708714709884
2018-09-25,4.81,5.19,4.26,4.46,29839589,2.676750000000001,3.19256780531004
2018-09-24,4.4,5.26,3.61,3.96,43658996,2.5272500000000004,3.059153890079518
2018-09-21,8.92,9.99,5.71,6.15,103997223,2.3952500000000003,2.964327983772099
2018-09-20,5.68,7.85,5.27,7.85,129919612,2.15425,2.6289940873270568
2018-09-19,3.35,4.94,3.04,4.37,86804685,1.8277499999999995,2.07941451757201
2018-09-18,2.5,3.03,2.241,2.82,50984031,1.6885,1.8383002562638007
2018-09-17,2.05,2.35,1.69,2.3,16832896,1.6244999999999998,1.7349634411336745
2018-09-14,1.59,1.65,1.53,1.59,672575,1.5924999999999996,1.6754859086214298
2018-09-13,1.67,1.69,1.55,1.57,1135172,1.6019999999999999,1.6844844253184224
2018-09-12,1.69,1.71,1.61,1.67,825441,1.6165000000000003,1.6965354174572036
2018-09-11,1.86,1.86,1.65,1.7,1612459,1.6285,1.699328619294804
