timestamp,open,high,low,close,volume,sma20,sma100
2019-03-13,2799.78,2818.49,2799.78,2816.9399,1058995692,2780.73048,2680.0398990000017
2019-03-12,2787.3401,2798.3201,2786.73,2791.52,3414230000,2777.1199850000003,2679.9696990000016
2019-03-11,2747.6101,2784.0,2747.6101,2783.3,3749030000,2773.033985000001,2679.5623990000004
2019-03-08,2730.79,2744.1299,2722.27,2743.0701,3423130000,2769.2629800000004,2679.4006980000004
2019-03-07,2766.53,2767.25,2739.0901,2748.9299,3904860000,2767.411975000001,2679.253698000001
2019-03-06,2790.27,2790.27,2768.6899,2771.45,3786600000,2766.5459850000007,2679.6211980000003
2019-03-05,2794.4099,2796.4399,2782.97,2789.6499,3585690000,2764.858485,2680.710099000001
2019-03-04,2814.3701,2816.8799,2767.6599,2792.8101,3919810000,2761.619495,2681.6578990000003
2019-03-01,2798.22,2808.02,2787.3799,2803.6899,3972280000,2757.3054899999997,2682.585499000001
2019-02-28,2788.1101,2793.73,2782.51,2784.49,4396930000,2752.326,2683.564701000001
2019-02-27,2787.5,2795.76,2775.1299,2792.3799,3767130000,2747.154,2684.9749010000005
2019-02-26,2792.3601,2803.1201,2789.47,2793.8999,3645680000,2739.535005,2686.2854010000005
2019-02-25,2804.3501,2813.49,2794.99,2796.1101,3804380000,2732.032515,2687.592303
2019-02-22,2780.6699,2794.2,2779.1101,2792.6699,3427810000,2725.4650100000003,2688.771002
2019-02-21,2780.24,2781.5801,2764.55,2774.8799,3559710000,2717.9480200000003,2689.9843029999993
2019-02-20,2779.05,2789.8799,2774.0601,2784.7,3835450000,2711.1390250000004,2691.295204
2019-02-19,2769.28,2787.3301,2767.29,2779.76,3533710000,2703.5490200000004,2692.6038049999997
2019-02-15,2760.24,2775.6599,2760.24,2775.6001,3641370000,2698.09652,2693.999906
2019-02-14,2743.5,2757.8999,2731.23,2745.73,3836700000,2691.1145149999998,2695.5406040000003
2019-02-13,2750.3,2761.8501,2748.6299,2753.03,3670770000,2684.6330199999998,2697.3908039999997
2019-02-12,2722.6101,2748.1899,2722.6101,2744.73,3827770000,2677.4965199999997,2698.940004
2019-02-11,2712.3999,2718.05,2703.79,2709.8,3361970000,2669.390525,2700.5358050000004
2019-02-08,2692.3601,2708.0701,2681.8301,2707.8799,3622330000,2663.713525,2702.325805
2019-02-07,2717.53,2719.3201,2687.26,2706.05,4099490000,2658.151525,2704.296806
2019-02-06,2735.05,2738.0801,2724.1499,2731.6101,3472690000,2652.097025,2706.2781050000003
2019-02-05,2728.3401,2738.98,2724.03,2737.7,3560430000,2644.237015,2707.851203
2019-02-04,2706.49,2724.99,2698.75,2724.8701,3359840000,2634.83651,2709.3531019999996
2019-02-01,2702.3201,2716.6599,2696.8799,2706.53,3759270000,2625.1899999999996,2710.8757
2019-01-31,2685.49,2708.95,2678.6499,2704.1001,4917650000,2612.257995,2712.5271989999997
2019-01-30,2653.6201,2690.4399,2648.3401,2681.05,3857810000,2602.5544899999995,2714.266698
2019-01-29,2644.8899,2650.9299,2631.05,2640.0,3504200000,2593.8444950000003,2716.342199
2019-01-28,2644.97,2644.97,2624.0601,2643.8501,3612810000,2586.131495,2718.909399
2019-01-25,2657.4399,2672.3799,2657.3301,2664.76,3814080000,2578.380495,2721.486098
2019-01-24,2638.8401,2647.2,2627.01,2642.3301,3433250000,2568.5274949999994,2723.849797
2019-01-23,2643.48,2653.1899,2612.8601,2638.7,3335610000,2553.965995,2726.566896
2019-01-22,2657.8799,2657.8799,2617.27,2632.8999,3908030000,2542.862,2729.1550960000004
2019-01-18,2651.27,2675.47,2647.5801,2670.71,3986730000,2534.588,2731.7934969999997
2019-01-17,2609.28,2645.0601,2606.3601,2635.96,3772270000,2526.4005,2733.833296
2019-01-16,2614.75,2625.76,2612.6799,2616.1001,3863770000,2521.910495,2736.043496
2019-01-15,2585.1001,2613.0801,2585.1001,2610.3,3572330000,2518.4024849999996,2738.500696
2019-01-14,2580.3101,2589.3201,2570.4099,2582.6101,3664450000,2517.8849849999997,2741.027296
2019-01-11,2588.1101,2596.27,2577.3999,2596.26,3434490000,2521.2814799999996,2743.7716950000004
2019-01-10,2573.51,2597.8201,2562.02,2596.6399,3704500000,2524.0219849999994,2746.310394
2019-01-09,2580.0,2595.3201,2568.8899,2584.96,4052480000,2526.02899,2748.750894
2019-01-08,2568.1101,2579.8201,2547.5601,2574.4099,4083030000,2528.6669899999997,2751.0849949999997
2019-01-07,2535.6101,2566.1599,2524.5601,2549.6899,4104710000,2531.6004999999996,2753.7404960000003
2019-01-04,2474.3301,2538.0701,2474.3301,2531.9399,4213410000,2538.9135049999995,2756.462896
2019-01-03,2491.9199,2493.1399,2443.96,2447.8899,3822860000,2547.319515,2759.4762970000006
2019-01-02,2476.96,2519.49,2467.47,2510.03,3733160000,2564.4435249999997,2763.5331990000004
2018-12-31,2498.9399,2509.24,2482.8201,2506.8501,3442870000,2576.95052,2767.0098990000006
2018-12-28,2498.77,2520.27,2472.8899,2485.74,3702620000,2588.498015,2770.525898000001
2018-12-27,2442.5,2489.1001,2397.9399,2488.8301,4096610000,2601.4005150000003,2774.172497000001
2018-12-26,2363.1201,2467.76,2346.5801,2467.7,4233990000,2611.0675050000004,2777.6876970000008
2018-12-24,2400.5601,2410.3401,2351.1001,2351.1001,2613930000,2621.3550050000003,2781.2828969999996
2018-12-21,2465.3799,2504.4099,2408.55,2416.6201,7609010000,2635.4280050000007,2785.9054969999993
2018-12-20,2496.77,2509.6299,2441.1799,2467.4199,5585780000,2647.0934950000005,2789.902195999999
2018-12-19,2547.05,2585.29,2488.96,2506.96,5127940000,2655.816995,2793.253997999999
2018-12-18,2559.8999,2573.99,2528.71,2546.1599,4470880000,2665.0054950000003,2796.372598999999
2018-12-17,2590.75,2601.1299,2530.54,2545.9399,4616350000,2674.511,2799.285398999999
2018-12-14,2629.6799,2635.0701,2593.8401,2599.95,4035020000,2683.724005,2802.286700999999
2018-12-13,2658.7,2670.1899,2637.27,2650.54,3927720000,2688.80551,2804.4912
2018-12-12,2658.23,2685.4399,2650.26,2651.0701,3955890000,2692.3875050000006,2806.0556
2018-12-11,2664.4399,2674.3501,2621.3,2636.78,3905870000,2696.145,2807.5632
2018-12-10,2630.8601,2647.51,2583.23,2637.72,4151030000,2703.3565000000003,2809.2403000000004
2018-12-07,2691.26,2708.54,2623.1399,2633.0801,4216690000,2711.812005,2811.0193010000007
2018-12-06,2663.51,2696.1499,2621.53,2695.95,5141470000,2720.852495,2812.784
2018-12-04,2782.4299,2785.9299,2697.1799,2700.0601,4499840000,2723.827495,2813.808799
2018-12-03,2790.5,2800.1799,2773.3799,2790.3701,4186060000,2725.739995000001,2814.821299
2018-11-30,2737.76,2760.8799,2732.76,2760.1699,4658580000,2722.3744950000005,2814.900498
2018-11-29,2736.97,2753.75,2722.9399,2737.8,3560770000,2721.3845050000004,2815.0389990000003
2018-11-28,2691.45,2744.0,2684.3799,2743.79,3951670000,2720.081505,2815.5993999999996
2018-11-27,2663.75,2682.53,2655.8899,2682.1699,3485220000,2717.0235000000002,2816.0031989999993
2018-11-26,2649.97,2674.3501,2649.97,2673.45,3443950000,2714.977505,2816.779700999999
2018-11-23,2633.3601,2647.55,2631.0901,2632.5601,1651650000,2714.2395,2817.411301999999
2018-11-21,2657.74,2670.73,2649.8201,2649.9299,3233550000,2717.89,2818.2179009999986
2018-11-20,2654.6001,2669.4399,2631.52,2641.8899,4357900000,2718.1985099999997,2818.985701999999
2018-11-19,2730.74,2733.1599,2681.0901,2690.73,3772900000,2723.1385099999998,2819.7505039999987
2018-11-16,2718.54,2746.75,2712.1599,2736.27,3975180000,2726.3960049999996,2820.006304999999
2018-11-15,2693.52,2735.3799,2670.75,2730.2,4179140000,2727.971505,2819.6399039999997
2018-11-14,2737.8999,2746.8,2685.75,2701.5801,4402370000,2729.9005049999996,2819.5685049999993
