timestamp,open,high,low,close,volume,rsi5,sma5,sma100,sma10,ema5
2015-06-23,260.32,268.0,258.57,267.67,3870818,80.29619387780967,262.454,221.01115,256.857,262.454
2015-06-24,266.98,267.35,263.72,265.17,2412293,68.12282133817209,263.406,221.62685,258.30400000000003,263.3593333333333
2015-06-25,266.45,271.41,265.25,268.79,2849204,74.98664943058498,264.78599999999994,222.20535,260.04200000000003,265.1695555555556
2015-06-26,268.89,269.11,266.0,267.09,3838434,66.57212965315644,265.70199999999994,222.69265,261.6820000000001,265.8097037037037
2015-06-29,261.95,265.95,260.7,262.02,3478909,46.93712774861271,266.14799999999997,223.12735,262.84600000000006,264.54646913580245
2015-06-30,264.8,270.92,264.0,268.26,3086935,63.4995370649839,266.26599999999996,223.60004999999998,264.36,265.78431275720163
2015-07-01,271.11,272.62,267.8503,269.15,2101224,65.42363646766161,267.0619999999999,224.11794999999998,265.23400000000004,266.9062085048011
2015-07-02,280.195,282.45,273.31,280.02,7163930,80.84181450926161,269.3079999999999,224.74335,267.0470000000001,271.27747233653406
2015-07-06,278.88,281.69,276.3,279.72,4121933,79.61702513318498,271.83399999999995,225.37765,268.76800000000003,274.09164822435605
2015-07-07,275.0,275.2,260.77,267.88,6105126,45.56256572015168,273.006,225.92845,269.57700000000006,272.0210988162374
2015-07-08,259.32,260.8,254.31,254.96,6221077,28.77459780224649,270.34599999999995,226.44925,268.30600000000004,266.3340658774916
2015-07-09,259.08,262.95,256.79,257.92,3334077,35.57286157488656,268.1,226.99074999999996,267.581,263.52937725166106
2015-07-10,262.22,263.0,257.82,259.15,2610858,38.616133469297765,263.92600000000004,227.53875,266.6170000000001,262.0695848344407
2015-07-13,262.25,262.55,256.05,262.16,2960319,46.365832773652365,260.41400000000004,228.11575000000002,266.124,262.0997232229605
2015-07-14,262.1,265.9899,260.51,265.65,1907641,54.661748352935184,259.968,228.6552,266.487,263.283148815307
2015-07-15,266.74,267.49,262.08,263.14,2021621,47.98875661327855,261.604,229.1155,265.975,263.235432543538
2015-07-16,264.22,267.2,263.16,266.68,1615961,57.200037239098805,263.356,229.70895000000002,265.72799999999995,264.383621695692
2015-07-17,272.5,275.54,268.25,274.66,5004099,71.44835418393191,266.45799999999997,230.41445,265.19199999999995,267.8090811304613
