timestamp,open,high,low,close,volume,rsi14,sma100,sma10
2015-08-28,11.53,11.98,11.5,11.89,168582,34.98869675728392,15.633100000000011,12.131999999999998
2015-08-31,11.96,12.24,11.72,11.92,248786,35.47985668889817,15.576000000000011,12.041999999999998
2015-09-01,11.79,12.21,11.79,12.1,185985,38.482928020289656,15.51600000000001,11.995
2015-09-02,12.17,12.4997,12.11,12.32,112785,42.03414670535067,15.452700000000009,11.940999999999999
2015-09-03,12.37,12.48,12.07,12.14,96734,39.99958104080887,15.387100000000009,11.886
2015-09-04,11.98,12.3099,11.76,12.04,178931,38.87383849563795,15.31890000000001,11.843999999999998
2015-09-08,12.18,12.21,11.905,12.16,142518,41.01900811836026,15.250750000000012,11.905999999999997
2015-09-09,12.2,12.975,12.2,12.33,216167,44.016427304440434,15.183150000000012,11.992999999999999
2015-09-10,12.28,12.6,12.08,12.13,118290,41.353764227019155,15.112050000000012,12.065999999999997
2015-09-11,12.11,12.54,12.09,12.2,224267,42.6611481704659,15.039850000000012,12.122999999999996
2015-09-14,12.31,13.13,12.05,13.08,204144,55.95448508390524,14.973350000000012,12.241999999999997
2015-09-15,13.06,13.675,12.8,13.59,193560,61.52209304391476,14.90635000000001,12.408999999999995
2015-09-16,13.55,14.35,13.52,13.99,174977,65.23399303826825,14.840150000000012,12.597999999999995
2015-09-17,13.93,14.23,13.02,13.17,471829,53.78027712586247,14.761250000000013,12.682999999999996
2015-09-18,13.19,13.25,12.8,12.99,774259,51.637007325642635,14.682650000000015,12.767999999999997
2015-09-21,13.03,13.49,13.012,13.25,145528,54.46013839446419,14.614150000000016,12.888999999999996
2015-09-22,13.03,13.45,13.03,13.44,182106,56.46031390029723,14.548350000000017,13.016999999999996
2015-09-23,13.41,14.14,13.4,13.72,155803,59.29749250913811,14.477850000000016,13.155999999999995
2015-09-24,13.65,14.199000000000002,13.44,14.12,259217,63.00615645277786,14.417050000000016,13.354999999999995
2015-09-25,14.2,14.94,14.13,14.46,254409,65.85414305976377,14.354550000000016,13.580999999999998
2015-09-28,14.41,14.78,13.47,13.7,298690,55.558002381780156,14.324550000000015,13.642999999999995
2015-09-29,13.72,14.3,13.58,14.1,180280,59.175768334490634,14.301250000000014,13.693999999999994
2015-09-30,14.18,14.5,13.72,14.16,219612,59.70563566904236,14.280350000000015,13.710999999999993
2015-10-01,14.1,14.49,13.09,13.54,210340,52.17037610163162,14.253650000000015,13.747999999999994
2015-10-02,13.48,13.83,13.31,13.55,218670,52.2749978181912,14.231150000000014,13.803999999999993
2015-10-05,13.6,13.985999999999999,13.4001,13.56,230834,52.38715670129883,14.207850000000013,13.834999999999994
2015-10-06,13.57,14.04,13.3928,13.81,138690,55.22045369074502,14.188350000000012,13.871999999999995
2015-10-07,13.85,14.09,13.45,13.86,111291,55.78712524968532,14.16805000000001,13.885999999999992
2015-10-08,13.67,14.0399,13.642000000000001,13.85,125945,55.63548367904672,14.14815000000001,13.858999999999991
2015-10-09,13.88,14.0,13.6701,13.77,71050,54.3623981864152,14.13275000000001,13.789999999999992
2015-10-12,13.79,13.988,13.51,13.69,63333,53.05497407130742,14.11825000000001,13.788999999999993
2015-10-13,13.62,13.9,13.48,13.5,92365,49.9805270568116,14.104450000000009,13.728999999999994
2015-10-14,13.5,13.67,13.3,13.53,84679,50.468587885437934,14.09135000000001,13.665999999999993
2015-10-15,13.56,13.89,13.45,13.65,81012,52.46651293390891,14.08295000000001,13.676999999999996
2015-10-16,13.68,13.73,13.47,13.55,79322,50.633604520956425,14.074050000000009,13.676999999999996
2015-10-19,13.52,13.75,13.3,13.58,59427,51.184566528024895,14.064550000000008,13.678999999999997
2015-10-20,13.59,13.92,13.37,13.67,73668,52.88347289432769,14.05605000000001,13.664999999999996
2015-10-21,13.67,13.91,13.43,13.5,92005,49.38710624406865,14.045650000000009,13.628999999999996
2015-10-22,13.62,14.1,13.62,13.94,100664,57.26284110830329,14.035850000000009,13.637999999999996
2015-10-23,14.15,14.15,13.51,13.74,70836,53.209777980189166,14.02515000000001,13.634999999999996
2015-10-26,13.73,14.25,13.664000000000001,13.73,110801,53.00775323819784,14.01345000000001,13.638999999999996
2015-10-27,14.3,14.3,13.48,13.54,371974,49.18656940734839,13.989750000000008,13.642999999999995
2015-10-28,13.53,14.28,13.4866,14.18,135443,59.71979264401057,13.96925000000001,13.707999999999995
2015-10-29,14.2,14.86,13.85,14.64,192973,65.28921052150159,13.954850000000011,13.806999999999997
2015-10-30,14.65,14.89,14.1232,14.77,290445,66.69089812910605,13.94005000000001,13.928999999999997
2015-11-02,14.71,14.9499,13.85,13.88,285468,51.3905491011597,13.91725000000001,13.958999999999994
2015-11-03,13.8,14.07,13.76,13.79,194502,50.13787561147966,13.892250000000011,13.970999999999995
2015-11-04,13.86,14.0,13.4418,13.5,288205,46.22769316057775,13.86545000000001,13.970999999999995
2015-11-05,12.0,13.38,11.84,12.06,1532888,32.62265919438342,13.82285000000001,13.782999999999996
2015-11-06,11.83,12.099,11.7,11.72,347719,30.35134868314016,13.77765000000001,13.580999999999994
2015-11-09,11.66,11.767999999999999,11.01,11.22,430497,27.337060717345267,13.72645000000001,13.329999999999995
2015-11-10,11.16,11.2,10.51,10.81,387903,25.13287841212376,13.668750000000012,13.056999999999997
2015-11-11,11.05,11.1,10.4646,10.94,160015,27.138899974953432,13.618150000000012,12.732999999999995
2015-11-12,10.77,11.055,10.64,10.72,103703,25.875343669332437,13.570350000000012,12.340999999999996
2015-11-13,10.6,10.87,10.41,10.52,190539,24.74730927150557,13.524950000000013,11.915999999999995
2015-11-16,10.48,10.72,10.411,10.64,164620,26.80902914898111,13.482050000000013,11.591999999999995
2015-11-17,10.65,10.77,10.125,10.3,155743,24.740777747761655,13.439150000000014,11.242999999999995
2015-11-18,10.41,10.69,10.285,10.49,276236,28.07989684361604,13.400250000000012,10.941999999999995
2015-11-19,10.47,10.56,10.25,10.53,121182,28.79615030188674,13.359550000000013,10.788999999999994
2015-11-20,10.51,10.88,10.5,10.54,163526,28.986556768156376,13.317450000000013,10.670999999999996
2015-11-23,10.5,10.63,10.365,10.46,170826,28.33379070125227,13.275150000000012,10.594999999999995
2015-11-24,10.33,10.6,10.27,10.34,97465,27.339247971618448,13.228450000000011,10.547999999999996
2015-11-25,10.65,11.51,10.550999999999998,11.14,391862,41.96456889599161,13.189350000000013,10.567999999999996
2015-11-27,11.13,11.31,11.0001,11.17,81634,42.432518086633316,13.148150000000014,10.612999999999996
2015-11-30,11.24,11.5,11.03,11.1,188736,41.58985425697504,13.108150000000014,10.670999999999996
2015-12-01,11.1,11.21,10.8401,10.91,94776,39.30805543341202,13.072550000000014,10.697999999999997
2015-12-02,10.82,11.24,10.8,11.09,143244,42.52520303539898,13.032750000000014,10.776999999999997
2015-12-03,11.11,11.28,10.67,10.77,115336,38.60715390376551,12.991650000000014,10.804999999999996
2015-12-04,10.83,10.98,10.48,10.54,103855,36.037135210907024,12.950250000000013,10.805999999999997
2015-12-07,10.45,11.14,10.2601,11.08,144588,45.251970831253665,12.91405000000001,10.859999999999996
2015-12-08,10.95,10.98,10.61,10.64,93057,40.17339625603035,12.874550000000013,10.877999999999997
2015-12-09,10.57,10.72,10.19,10.52,129354,38.89144455454966,12.836750000000013,10.895999999999997
2015-12-10,10.56,10.75,10.53,10.64,99833,40.92167787165372,12.798150000000014,10.845999999999997
2015-12-11,10.5,10.67,10.33,10.41,114359,38.29550671759986,12.751350000000016,10.769999999999996
2015-12-14,10.4,10.53,10.02,10.14,144123,35.42168744794769,12.704050000000018,10.673999999999996
2015-12-15,10.19,10.62,10.19,10.6,136416,43.23714824888595,12.666950000000018,10.642999999999997
2015-12-16,10.61,10.96,10.61,10.94,157461,48.22479296097292,12.634750000000018,10.627999999999997
2015-12-17,10.94,11.08,10.84,10.89,121008,47.56291858161389,12.599850000000018,10.639999999999997
2015-12-18,10.88,11.16,10.66,10.72,306224,45.28707170457834,12.557150000000018,10.657999999999996
2015-12-21,10.78,11.0399,10.53,10.93,138899,48.5613753186591,12.514150000000019,10.642999999999997
2015-12-22,10.93,11.03,10.7875,10.96,83251,49.030647433802876,12.468950000000017,10.674999999999995
2015-12-23,10.99,11.09,10.3119,10.4,135568,41.43220019268651,12.417150000000019,10.662999999999997
2015-12-24,10.38,10.61,10.22,10.39,85775,41.30908844619367,12.36605000000002,10.637999999999996
2015-12-28,10.28,10.49,10.25,10.36,110562,40.916295445923325,12.313150000000018,10.632999999999997
2015-12-29,10.4,10.6,10.22,10.55,196123,44.51472418846097,12.267250000000017,10.673999999999996
2015-12-30,10.5,10.61,10.2,10.23,127381,40.086547845097925,12.243050000000016,10.636999999999997
2015-12-31,10.06,10.23,9.67,9.69,300753,33.94921804969361,12.214300000000016,10.511999999999997
2016-01-04,9.61,10.51,9.32,10.29,449114,44.17609818576306,12.190900000000015,10.451999999999996
2016-01-05,10.29,10.44,10.155,10.22,183613,43.333119431374875,12.165700000000015,10.401999999999997
2016-01-06,10.2,10.95,10.11,10.82,239495,51.81976528955071,12.149400000000014,10.390999999999996
2016-01-07,10.68,10.85,10.26,10.85,148066,52.205192329583454,12.130300000000013,10.379999999999995
2016-01-08,10.89,11.26,10.75,11.08,243718,55.166395396236766,12.112900000000014,10.447999999999995
2016-01-11,11.16,11.3,10.87,11.28,204628,57.624975043802564,12.100000000000014,10.536999999999995
2016-01-12,11.37,11.4985,10.89,11.4,460629,59.075095997239124,12.085400000000016,10.640999999999995
2016-01-13,11.43,11.55,11.04,11.16,285399,55.01975313912863,12.070100000000016,10.701999999999995
2016-01-14,11.19,11.44,10.82,11.29,349111,56.75160189308651,12.058400000000015,10.807999999999995
2016-01-15,11.02,11.2,10.49,10.83,258040,49.49040377094362,12.051300000000015,10.921999999999993
2016-01-19,10.9,11.145,10.62,10.99,268690,51.80044649186076,12.046600000000014,10.991999999999994
2016-01-20,10.8,11.54,10.77,11.49,251285,58.22954430337611,12.047500000000014,11.118999999999993
2016-01-21,11.51,11.57,11.08,11.54,167944,58.8210607931688,12.046600000000012,11.190999999999994
2016-01-22,11.6,12.14,11.58,12.13,140950,65.10126810113417,12.049000000000012,11.318999999999994
2016-01-25,12.19,12.27,11.79,11.9,126030,61.18388214009732,12.048800000000012,11.400999999999994
2016-01-26,11.92,12.42,11.84,12.38,126009,65.80800571197672,12.051600000000015,11.510999999999994
2016-01-27,12.34,12.43,11.72,11.75,81841,56.32394370607592,12.045900000000016,11.545999999999994
2016-01-28,11.83,12.1574,11.48,11.59,82286,54.188032690524,12.040400000000012,11.588999999999995
2016-01-29,11.55,12.07,11.55,12.04,128476,58.907859654222854,12.040400000000012,11.663999999999996
2016-02-01,12.03,12.51,11.93,12.06,149990,59.10949736082706,12.039400000000011,11.786999999999995
2016-02-02,11.95,12.64,11.95,12.59,166374,64.13230972511332,12.042000000000012,11.946999999999996
2016-02-03,12.59,12.95,12.2,12.92,154540,66.8617687762129,12.049900000000012,12.089999999999996
2016-02-04,12.93,13.5,12.71,12.76,219238,64.30660082099115,12.055500000000011,12.211999999999998
2016-02-05,12.76,13.19,12.36,12.63,122604,62.22584811289805,12.051000000000013,12.261999999999997
2016-02-08,12.52,13.025,12.16,12.2,204388,55.79497701773934,12.037100000000015,12.291999999999996
2016-02-09,12.1,12.28,11.69,11.95,133233,52.404038076253265,12.016700000000014,12.248999999999995
2016-02-10,11.98,12.755,11.945,12.15,137713,54.77216686951145,12.006500000000015,12.288999999999996
2016-02-11,11.92,12.14,11.71,11.88,109445,51.07743646903325,11.995400000000016,12.317999999999994
2016-02-12,12.01,12.18,11.75,11.99,108470,52.483738800495736,11.982800000000015,12.312999999999997
2016-02-16,12.16,12.49,11.86,12.49,80387,58.345089405374736,11.973300000000016,12.355999999999998
2016-02-17,12.52,13.0,12.11,12.62,131432,59.735786943580685,11.962300000000013,12.358999999999998
2016-02-18,12.49,12.95,12.37,12.88,115018,62.43689897011913,11.949900000000016,12.354999999999997
2016-02-19,12.91,13.42,12.46,13.12,148049,64.78528828484593,11.936500000000015,12.390999999999995
2016-02-22,13.17,13.49,12.84,12.97,125077,62.16922172954959,11.929200000000014,12.424999999999997
2016-02-23,12.88,13.2,12.43,12.53,116924,55.136008037573326,11.913500000000015,12.457999999999997
2016-02-24,12.36,12.51,12.01,12.39,82520,53.07842918994151,11.895800000000015,12.501999999999997
2016-02-25,12.35,12.75,12.05,12.23,203347,50.74758533674203,11.882700000000016,12.509999999999996
2016-02-26,11.57,12.38,11.14,12.09,314021,48.73110445202889,11.868100000000016,12.530999999999997
2016-02-29,12.0,12.97,11.6,12.83,288142,58.18834530163724,11.860800000000015,12.614999999999998
2016-03-01,12.88,13.5,12.565,13.15,226295,61.495993779279296,11.854200000000017,12.681
2016-03-02,13.09,13.65,12.89,13.47,142598,64.51876580763178,11.850300000000018,12.766
2016-03-03,12.22,12.62,12.11,12.3,458190,49.2842623565137,11.834800000000019,12.708000000000002
2016-03-04,12.36,12.81,12.0701,12.25,197415,48.75444606932801,11.819600000000019,12.621
2016-03-07,12.22,12.48,12.0,12.34,155068,49.80054612452675,11.806100000000017,12.558000000000002
2016-03-08,12.32,12.5399,12.225,12.23,91390,48.49746652964279,11.793400000000018,12.528
2016-03-09,12.31,12.4,12.14,12.24,61859,48.629063629676175,11.780500000000018,12.513000000000002
2016-03-10,12.32,12.34,11.97,12.25,90125,48.77003355857568,11.766500000000017,12.514999999999999
2016-03-11,12.33,12.83,12.07,12.76,153057,55.479982085404004,11.758600000000017,12.581999999999999
2016-03-14,12.62,13.38,12.62,12.73,108730,55.02344229424057,11.750100000000018,12.572
2016-03-15,12.59,12.81,12.19,12.53,56596,51.954031598492584,11.738700000000017,12.509999999999996
2016-03-16,12.36,12.39,11.71,12.29,213362,48.460527086840194,11.726600000000017,12.391999999999996
2016-03-17,12.35,13.2,12.27,12.81,193088,55.45030774864511,11.715300000000015,12.442999999999996
2016-03-18,12.9,13.0,12.44,12.78,206503,54.98698240500066,11.705700000000014,12.495999999999995
2016-03-21,12.73,12.75,12.47,12.69,88645,53.5416109683555,11.695300000000016,12.530999999999995
2016-03-22,12.59,12.61,12.14,12.42,123383,49.35060748229905,11.684100000000017,12.549999999999994
2016-03-23,12.38,12.38,11.72,11.78,175875,41.13185695729267,11.660100000000016,12.503999999999992
2016-03-24,11.79,12.215,11.53,11.68,55721,40.0106303434407,11.630500000000016,12.446999999999992
2016-03-28,11.7,12.115,11.5,11.66,87961,39.77708954374058,11.599400000000017,12.33699999999999
2016-03-29,11.68,12.3,11.51,12.19,72437,48.376443884973625,11.582500000000016,12.28299999999999
2016-03-30,12.29,12.55,12.12,12.28,181079,49.690180153620396,11.567400000000015,12.25799999999999
2016-03-31,12.21,12.4,11.76,11.86,172653,44.055700128053715,11.551000000000014,12.21499999999999
2016-04-01,11.74,11.985,11.54,11.72,70662,42.33255757031333,11.547600000000015,12.10599999999999
2016-04-04,11.69,11.72,11.48,11.51,89647,39.81684026868702,11.545500000000015,11.978999999999989
2016-04-05,11.46,11.46,11.09,11.2,73319,36.37987159867942,11.545300000000015,11.829999999999988
2016-04-06,11.26,11.64,11.01,11.16,106173,35.94867566461815,11.548800000000018,11.703999999999986
2016-04-07,11.14,11.21,10.17,10.71,278392,31.434692660723968,11.546500000000016,11.596999999999985
2016-04-08,10.74,11.08,10.66,10.82,194872,33.62862237693676,11.547500000000015,11.510999999999985
2016-04-11,10.85,11.1,10.8499,10.93,101175,35.839529539712544,11.551600000000017,11.437999999999985
2016-04-12,10.89,11.27,10.88,11.04,81270,38.0614840004258,11.555600000000016,11.322999999999984
2016-04-13,11.07,11.335,11.06,11.2,50391,41.24859961229779,11.564600000000016,11.214999999999986
2016-04-14,11.2,11.26,11.08,11.16,48212,40.68496755275086,11.571300000000017,11.144999999999985
2016-04-15,11.03,11.18,10.92,11.02,35949,38.692173871415385,11.576200000000018,11.074999999999985
2016-04-18,11.03,11.14,10.92,11.13,62972,41.13198974879309,11.582100000000018,11.036999999999983
2016-04-19,11.19,11.279000000000002,10.84,10.91,50857,37.88470946134012,11.586600000000018,11.007999999999983
2016-04-20,10.87,11.11,10.86,10.9,104095,37.738864680993984,11.592200000000021,10.981999999999983
2016-04-21,10.86,11.05,10.86,10.9,103855,37.738864680993984,11.58980000000002,11.000999999999985
2016-04-22,10.91,11.36,10.91,11.19,130173,44.87616132391459,11.590000000000021,11.037999999999986
2016-04-25,11.16,11.75,11.16,11.28,336869,46.91019002861917,11.59180000000002,11.072999999999984
2016-04-26,11.32,11.86,11.28,11.66,324068,54.537880694953614,11.59930000000002,11.134999999999986
2016-04-27,11.57,11.74,11.17,11.33,237363,48.077753164585694,11.60170000000002,11.147999999999985
2016-04-28,11.33,11.61,10.89,11.24,200578,46.4613564036942,11.606400000000022,11.155999999999985
2016-04-29,11.13,11.21,10.92,11.15,172003,44.83792480188457,11.612500000000022,11.168999999999986
2016-05-02,11.27,11.49,11.04,11.37,140869,49.48448679171495,11.615400000000022,11.192999999999987
2016-05-03,11.38,11.51,10.85,11.02,342894,43.24364114901217,11.61920000000002,11.203999999999986
2016-05-04,10.05,11.6,9.8,11.07,287291,44.32390484798539,11.62470000000002,11.220999999999986
2016-05-05,11.06,11.2,10.81,10.9,229407,41.43616285624824,11.627300000000021,11.220999999999986
2016-05-06,10.93,11.13,10.7,10.89,183478,41.265850195638286,11.63210000000002,11.190999999999987
2016-05-09,10.97,11.11,10.69,10.96,129594,43.03102819866972,11.64030000000002,11.158999999999986
2016-05-10,10.98,11.0,10.74,10.96,126272,43.03102819866972,11.643900000000022,11.088999999999988
2016-05-11,10.91,10.97,10.72,10.74,173920,38.78259589173391,11.641900000000021,11.029999999999987
2016-05-12,10.81,10.9249,10.25,10.36,212663,32.765237264329656,11.63660000000002,10.941999999999988
2016-05-13,10.35,10.44,10.01,10.11,134225,29.520134542688524,11.630500000000017,10.837999999999987
2016-05-16,10.1,10.235,9.7,10.14,85532,30.410816797587614,11.622600000000018,10.714999999999986
2016-05-17,10.05,10.3,9.55,9.68,111228,25.160372448991126,11.609800000000018,10.580999999999987
2016-05-18,9.62,9.62,9.28,9.45,149894,23.020276711237727,11.600300000000018,10.418999999999988
2016-05-19,9.32,9.54,9.32,9.46,198275,23.32564442547934,11.591000000000017,10.274999999999988
2016-05-20,9.51,9.51,9.29,9.44,68833,23.128038369195963,11.581800000000019,10.129999999999988
2016-05-23,9.43,9.55,9.35,9.42,74813,22.918942306737108,11.57050000000002,9.975999999999988
2016-05-24,9.46,9.64,9.3,9.47,80209,24.750560780825722,11.56290000000002,9.826999999999988
2016-05-25,9.475,9.6,9.36,9.56,65317,28.064086175531017,11.56160000000002,9.708999999999987
2016-05-26,9.53,9.73,9.53,9.62,114590,30.26858040605177,11.554900000000018,9.634999999999987
2016-05-27,9.59,9.65,9.43,9.58,101661,29.616956434599203,11.548500000000017,9.581999999999988
2016-05-31,9.57,9.76,9.29,9.38,143172,26.54038562064858,11.534100000000018,9.505999999999988
2016-06-01,9.37,9.5,9.3047,9.46,71734,29.686745281115506,11.52020000000002,9.483999999999986
2016-06-02,9.4,9.54,9.39,9.53,66264,32.414504062009044,11.504700000000021,9.491999999999987
2016-06-03,9.49,9.78,9.49,9.5,54626,31.844328299786014,11.486900000000022,9.495999999999986
2016-06-06,9.5,10.22,9.48,10.14,181709,51.460301115083276,11.47430000000002,9.565999999999987
2016-06-07,10.11,10.17,9.9,10.1,92402,50.48236111862382,11.463700000000019,9.633999999999986
2016-06-08,10.08,10.08,9.88,9.97,69509,47.33402313845555,11.45050000000002,9.683999999999987
2016-06-09,9.93,10.04,9.8,9.89,44182,45.455321802732364,11.441100000000022,9.716999999999986
2016-06-10,9.8,9.92,9.65,9.85,63762,44.50419169209362,11.42970000000002,9.739999999999984
2016-06-13,9.77,9.81,9.36,9.54,93252,37.88754370660103,11.410200000000021,9.735999999999986
2016-06-14,9.44,9.81,9.3,9.73,80770,43.438113747205186,11.39210000000002,9.770999999999987
2016-06-15,9.73,9.98,9.63,9.65,50024,41.746504428457875,11.367300000000021,9.789999999999987
2016-06-16,9.68,9.77,9.44,9.73,42505,44.09123887111612,11.34560000000002,9.809999999999986
2016-06-17,9.77,10.09,9.71,10.06,188677,52.57167347622035,11.322400000000018,9.865999999999987
2016-06-20,10.07,10.15,9.84,10.0,59245,51.05531733531646,11.304900000000018,9.851999999999986
2016-06-21,10.0,10.0,9.72,9.89,45428,48.30449179439996,11.28790000000002,9.830999999999987
2016-06-22,9.91,9.99,9.75,9.9,38736,48.57574947078583,11.266500000000022,9.823999999999987
2016-06-23,9.99,10.09,9.87,9.93,58610,49.43298950556465,11.245200000000022,9.827999999999987
2016-06-24,9.48,10.39,9.42,10.31,108790,58.801365656931914,11.222400000000023,9.873999999999988
2016-06-27,10.09,10.34,9.54,9.73,128991,45.07484754075512,11.190500000000021,9.89299999999999
2016-06-28,9.81,10.06,9.64,9.71,93647,44.687460281139856,11.160000000000023,9.89099999999999
2016-06-29,9.78,10.03,9.7601,9.81,118759,47.133945812024365,11.131800000000021,9.90699999999999
2016-06-30,9.84,9.95,9.7241,9.78,62405,46.46990198139158,11.107600000000021,9.911999999999988
2016-07-01,9.74,10.15,9.72,9.81,83234,47.26993141922092,11.08620000000002,9.88699999999999
2016-07-05,9.81,9.908999999999999,9.65,9.73,52609,45.32459259789011,11.062000000000019,9.859999999999989
2016-07-06,9.65,9.79,9.5,9.56,71728,41.42338152586694,11.038800000000016,9.82699999999999
2016-07-07,9.55,9.65,9.44,9.64,124124,43.87172845155334,11.015300000000018,9.80099999999999
2016-07-08,9.69,10.24,9.69,10.12,80992,55.807124917932086,10.991600000000016,9.81999999999999
2016-07-11,10.12,10.37,10.03,10.21,55483,57.626553151495735,10.967500000000019,9.809999999999992
2016-07-12,10.16,10.3,10.11,10.25,108084,58.44540233469168,10.941200000000016,9.861999999999991
2016-07-13,10.3,10.305,9.92,10.05,105204,52.93701738215801,10.910500000000019,9.89599999999999
2016-07-14,10.04,10.16,9.96,10.0,220089,51.62700454869261,10.880800000000017,9.914999999999988
2016-07-15,10.06,10.2099,9.87,9.88,60675,48.52342114911704,10.854300000000018,9.924999999999988
2016-07-18,9.87,10.07,9.81,9.82,57263,47.0019726170241,10.828600000000018,9.925999999999988
2016-07-19,9.81,10.09,9.81,9.97,35179,51.12763688048262,10.806000000000017,9.949999999999987
2016-07-20,10.01,10.22,9.9,9.95,50276,50.5624581912596,10.784600000000019,9.988999999999987
2016-07-21,9.95,10.04,9.81,9.82,35676,46.930946777574846,10.754500000000018,10.006999999999987
2016-07-22,9.81,10.04,9.81,9.85,53476,47.86158238604986,10.721500000000017,9.979999999999986
2016-07-25,9.84,10.47,9.84,10.36,102784,60.53257688575672,10.690400000000016,9.994999999999985
2016-07-26,8.68,8.79,7.99,8.0,1415966,27.376701903513492,10.647400000000015,9.769999999999985
2016-07-27,8.0,8.14,7.3935,7.53,528956,24.498736576376814,10.600200000000015,9.517999999999985
2016-07-28,7.5,7.54,7.36,7.4,221472,23.754882919680924,10.550800000000017,9.257999999999985
2016-07-29,7.38,7.56,7.22,7.39,153049,23.69528281233626,10.502400000000017,9.008999999999986
2016-08-01,7.43,7.63,7.38,7.42,195744,24.308826264521954,10.45420000000002,8.768999999999986
2016-08-02,7.44,7.45,7.23,7.38,184552,24.031369145007233,10.40550000000002,8.509999999999986
2016-08-03,7.33,7.49,7.33,7.38,113240,24.031369145007233,10.35170000000002,8.252999999999984
2016-08-04,7.35,7.38,7.245,7.25,185500,23.040149492920577,10.29690000000002,7.995999999999984
2016-08-05,7.0,7.05,6.771,6.95,371168,20.897960072939824,10.241100000000023,7.705999999999984
