timestamp,open,high,low,close,volume,rsi,sma5,ema5
2015-03-19,128.75,129.2451,127.4,127.495,45809490,53.70054905567831,126.30900000000005,126.79003686273909
2015-03-20,128.25,128.4,125.16,125.9,68695136,49.68444963713236,126.77100000000004,126.49335790849273
2015-03-23,127.12,127.85,126.52,127.21,37709674,52.80625257279858,127.22300000000004,126.73223860566182
2015-03-24,127.23,128.04,126.56,126.69,32842304,51.441868247678755,127.15300000000005,126.71815907044122
2015-03-25,126.54,126.82,123.38,123.38,51655177,43.70156923456116,126.13500000000003,125.60543938029414
2015-03-26,122.76,124.88,122.6,124.24,47572869,45.97605106774609,125.48400000000004,125.1502929201961
2015-03-27,124.57,124.7,122.91,123.25,39546151,43.783171281150814,124.95400000000004,124.51686194679739
2015-03-30,124.05,126.4,124.0,126.37,47099670,51.615540229854474,124.78600000000006,125.13457463119826
2015-03-31,126.09,126.49,124.355,124.43,42090553,47.210988571166304,124.33400000000006,124.89971642079884
2015-04-01,124.82,125.12,123.1,124.25,40621437,46.81184198453318,124.50800000000007,124.68314428053256
2015-04-02,125.03,125.56,124.19,125.32,32220131,49.54276065506123,124.72400000000007,124.89542952035504
2015-04-06,124.47,127.51,124.33,127.35,37193975,54.33335968009702,125.54400000000007,125.71361968023669
2015-04-07,127.64,128.1218,125.98,126.01,35012268,50.89808681940873,125.47200000000007,125.8124131201578
2015-04-08,125.85,126.4,124.97,125.6,37329243,49.85935115683632,125.70600000000006,125.74160874677186
2015-04-09,125.85,126.58,124.66,126.56,32483974,52.31333981316562,126.16800000000008,126.01440583118124
2015-04-10,125.95,127.21,125.26,127.1,40187953,53.68642695128115,126.52400000000007,126.37627055412082
2015-04-13,128.37,128.57,126.61,126.85,36365123,52.92661478811576,126.42400000000006,126.53418036941387
2015-04-14,127.0,127.29,125.91,126.3,25524593,51.209498806980946,126.48200000000006,126.45612024627592
2015-04-15,126.41,127.13,126.01,126.78,28970419,52.65320664800816,126.71800000000005,126.56408016418395
2015-04-16,126.28,127.1,126.11,126.17,28368987,50.60392559213246,126.64000000000006,126.43272010945597
2015-04-17,125.55,126.14,124.46,124.75,51957046,46.10538592549736,126.17000000000004,125.87181340630399
2015-04-20,125.57,128.12,125.17,127.6,47054310,54.7918877875206,126.32000000000005,126.44787560420265
2015-04-21,128.1,128.2,126.67,126.91,32435057,52.582218056250035,126.44200000000005,126.60191706946843
2015-04-22,126.99,128.87,126.32,128.62,37654505,57.18996278768673,126.81000000000006,127.27461137964562
2015-04-23,128.3,130.42,128.14,129.67,45770902,59.77474442765923,127.51000000000006,128.07307425309708
2015-04-24,130.49,130.63,129.23,130.28,44525905,61.238940097840356,128.61600000000004,128.8087161687314
2015-04-27,132.31,133.13,131.15,132.65,96954207,66.36204333218191,129.62600000000003,130.0891441124876
2015-04-28,134.455,134.54,129.57,130.56,118923970,58.96112142316972,130.35600000000005,130.24609607499173
2015-04-29,130.16,131.59,128.3,128.64,63386083,53.10219345698261,130.36000000000004,129.71073071666115
2015-04-30,127.5,127.88,124.58,125.15,83195423,44.45488757935628,129.45600000000005,128.19048714444077
2015-05-01,126.1,130.13,125.3,128.95,58512638,53.360522545159874,129.19000000000005,128.44365809629383
2015-05-04,129.5,130.57,128.26,128.7,50988278,52.76118064501559,128.40000000000003,128.5291053975292
2015-05-05,128.15,128.4498,125.78,125.8,49271416,46.26904251527851,127.44800000000005,127.6194035983528
2015-05-06,126.56,126.75,123.36,125.01,72141010,44.656999728186335,126.72200000000005,126.74960239890187
2015-05-07,124.77,126.08,124.02,125.26,43940895,45.30641137460801,126.74400000000006,126.25306826593459
2015-05-08,126.68,127.62,126.11,127.62,55550382,51.13558216526721,126.47800000000007,126.70871217728973
2015-05-11,127.39,127.56,125.625,126.32,42035757,48.09480522449869,126.00200000000007,126.57914145152648
2015-05-12,125.6,126.88,124.82,125.865,48160032,47.04045332536576,126.01500000000006,126.34109430101765
2015-05-13,126.15,127.19,125.87,126.01,34694235,47.43592712096297,126.21500000000006,126.23072953401177
2015-05-14,127.41,128.95,127.16,128.95,45203456,54.80521889487299,126.95300000000006,127.13715302267451
2015-05-15,129.07,129.49,128.21,128.77,38208034,54.303255019117834,127.18300000000006,127.68143534844968
2015-05-18,128.38,130.72,128.36,130.19,50882918,57.60233615898472,127.95700000000006,128.51762356563313
2015-05-19,130.69,130.88,129.64,130.07,44633240,57.226341824737176,128.79800000000006,129.03508237708874
2015-05-20,130.0,130.98,129.34,130.06,36454932,57.19283862450354,129.60800000000003,129.37672158472583
2015-05-21,130.07,131.63,129.83,131.39,39730364,60.50469929200541,130.09600000000003,130.0478143898172
2015-05-22,131.6,132.97,131.4,132.54,45595972,63.15881641846385,130.85000000000002,130.8785429265448
2015-05-26,132.6,132.91,129.12,129.62,70697560,53.3545364349499,130.73600000000005,130.45902861769653
2015-05-27,130.34,132.26,130.05,132.045,45833246,59.041027377157064,131.13100000000006,130.98768574513102
2015-05-28,131.86,131.95,131.1,131.78,30733309,58.205960585162906,131.47500000000005,131.251790496754
2015-05-29,131.23,131.45,129.9,130.28,50884452,53.585897703558516,131.25300000000004,130.92786033116934
2015-06-01,131.2,131.39,130.05,130.535,32112797,54.25070901218331,130.85200000000003,130.79690688744623
2015-06-02,129.86,130.655,129.32,129.96,33667627,52.42716128717734,130.92000000000004,130.51793792496414
2015-06-03,130.66,130.94,129.9,130.12,30983542,52.901572498996124,130.53500000000005,130.3852919499761
2015-06-04,129.58,130.58,128.91,129.36,38450118,50.333927436690686,130.05100000000007,130.04352796665074
2015-06-05,129.5,129.69,128.36,128.65,35626800,47.990501998223024,129.72500000000008,129.57901864443383
2015-06-08,128.9,129.21,126.83,127.8,52674786,45.27297058311038,129.17800000000008,128.98601242962255
2015-06-09,126.7,128.08,125.62,127.42,56075420,44.07146411430932,128.67000000000007,128.46400828641504
2015-06-10,127.92,129.34,127.85,128.88,39087250,49.60529601718966,128.42200000000008,128.60267219094337
2015-06-11,129.18,130.18,128.475,128.59,35390887,48.57715099289269,128.2680000000001,128.59844812729557
2015-06-12,128.185,128.33,127.11,127.17,36886246,43.79100169365988,127.97200000000007,128.12229875153037
2015-06-15,126.1,127.24,125.71,126.92,43988946,42.98796128673384,127.79600000000008,127.72153250102025
2015-06-16,127.03,127.85,126.37,127.6,31494131,45.894318415016606,127.83200000000006,127.68102166734683
2015-06-17,127.72,127.88,126.74,127.3,32918071,44.80903046805859,127.51600000000005,127.55401444489789
2015-06-18,127.23,128.31,127.22,127.88,35407220,47.3988682709866,127.37400000000005,127.66267629659859
2015-06-19,127.71,127.82,126.4,126.6,54716887,42.64310703729121,127.26000000000003,127.30845086439906
2015-06-22,127.49,128.06,127.08,127.61,34039345,47.14919594717169,127.39800000000002,127.4089672429327
2015-06-23,127.48,127.61,126.8792,127.03,30268863,44.964575760039295,127.28400000000002,127.2826448286218
2015-06-24,127.21,129.8,127.12,128.11,55280855,49.643417399637215,127.446,127.55842988574787
2015-06-25,128.86,129.2,127.5,127.5,31938100,47.20250690284106,127.37,127.53895325716525
2015-06-26,127.67,127.99,126.51,126.75,44066841,44.31728361176036,127.4,127.27596883811016
2015-06-29,125.46,126.47,124.48,124.53,49161427,37.0903830664926,126.78399999999999,126.36064589207344
2015-06-30,125.57,126.12,124.86,125.425,44370682,41.24989466029066,126.463,126.04876392804896
2015-07-01,126.9,126.94,125.99,126.6,30238811,46.272419535336596,126.16099999999999,126.23250928536596
2015-07-02,126.43,126.69,125.77,126.44,27210952,45.699502522886235,125.94899999999998,126.30167285691064
2015-07-06,124.94,126.23,124.85,126.0,28060431,44.08306591184025,125.79899999999998,126.20111523794043
2015-07-07,125.89,126.15,123.77,125.69,46946811,42.93091065038374,126.03099999999999,126.03074349196028
2015-07-08,124.48,124.64,122.54,122.57,60761614,33.454032885258925,125.46,124.87716232797352
2015-07-09,123.85,124.06,119.22,120.07,78595038,28.101133147392943,124.154,123.27477488531568
2015-07-10,121.94,123.85,121.21,123.28,61354474,41.12699677632696,123.522,123.27651659021045
2015-07-13,125.03,125.755,124.32,125.66,41440538,48.56714700505361,123.454,124.0710110601403
2015-07-14,126.04,126.37,125.04,125.61,31768139,48.428680134212065,123.43799999999999,124.58400737342686
2015-07-15,125.72,127.15,125.58,126.82,33649200,51.99553141015996,124.28799999999998,125.32933824895123
2015-07-16,127.74,128.57,127.35,128.51,36222447,56.518912424801506,125.97599999999997,126.38955883263415
2015-07-17,129.08,129.62,128.31,129.62,46164710,59.235856996545486,127.24399999999999,127.46637255508944
2015-07-20,130.97,132.97,130.7,132.07,58900203,64.50748697910973,128.52599999999998,129.0009150367263
2015-07-21,132.85,132.92,130.32,130.75,76756427,60.00505682366247,129.55399999999997,129.58394335781753
2015-07-22,121.99,125.5,121.99,125.22,115450607,45.634690125845715,129.23399999999998,128.12929557187834
2015-07-23,126.2,127.09,125.06,125.16,50999452,45.50734793186449,128.56399999999996,127.13953038125223
2015-07-24,125.32,125.74,123.9,124.5,42162332,44.05117781110454,127.53999999999996,126.25968692083482
2015-07-27,123.09,123.61,122.12,122.77,44455540,40.40180518488861,125.67999999999998,125.09645794722321
2015-07-28,123.38,123.91,122.55,123.38,33618097,42.219457101299476,124.20599999999997,124.5243052981488
2015-07-29,123.15,123.5,122.27,122.99,37011653,41.35112785646102,123.75999999999996,124.01287019876587
2015-07-30,122.32,122.5699,121.71,122.37,33628268,39.944620997703375,123.20199999999997,123.46524679917725
2015-07-31,122.6,122.6425,120.91,121.3,42884953,37.5695980249119,122.56199999999997,122.74349786611816
2015-08-03,121.5,122.57,117.52,118.44,69975968,32.079241577699506,121.69599999999996,121.30899857741211
2015-08-04,117.42,117.7,113.25,114.64,124138623,26.531375112791423,119.94799999999995,119.08599905160807
2015-08-05,112.95,117.44,112.1,115.4,98384461,29.169743301252964,118.42999999999995,117.85733270107205
2015-08-06,115.97,116.5,114.115,115.13,52903040,28.774399786250953,116.98199999999994,116.9482218007147
2015-08-07,114.58,116.25,114.5,115.52,38670405,30.2450273810812,115.82599999999995,116.47214786714314
2015-08-10,116.53,119.99,116.53,119.72,54951597,43.721556084817124,116.08199999999995,117.5547652447621
2015-08-11,117.81,118.18,113.33,113.49,97082814,33.410388717651315,115.85199999999995,116.19984349650807
2015-08-12,112.53,115.42,109.63,115.24,101685610,37.84468953036356,115.81999999999996,115.8798956643387
2015-08-13,116.04,116.4,114.54,115.15,48535789,37.70562577007138,115.82399999999996,115.63659710955913
2015-08-14,114.32,116.31,114.01,115.96,42929516,39.847956895803534,115.91199999999996,115.74439807303942
2015-08-17,116.04,117.65,115.5,117.16,40884745,42.9767076629143,115.39999999999995,116.21626538202628
2015-08-18,116.43,117.44,116.01,116.5,34560708,41.69223996307584,116.00199999999995,116.31084358801752
2015-08-19,116.1,116.52,114.68,115.01,48286510,38.86795355023324,115.95599999999995,115.87722905867835
2015-08-20,114.08,114.35,111.63,112.65,68501622,34.84201460486594,115.45599999999995,114.8014860391189
2015-08-21,110.43,111.9,105.645,105.76,128275471,26.282723786906033,113.41599999999997,111.7876573594126
2015-08-24,94.87,108.8,92.0,103.12,162206292,23.863692139582113,110.60799999999998,108.89843823960841
2015-08-25,111.11,111.11,103.5,103.74,103601599,25.59566804842933,108.05599999999997,107.1789588264056
2015-08-26,107.085,109.89,105.05,109.69,96774611,39.75864968625595,106.99199999999996,108.01597255093706
2015-08-27,112.25,113.24,110.02,112.92,84616056,45.791144392434056,107.04599999999996,109.65064836729138
2015-08-28,112.17,113.31,111.54,113.29,53164407,46.45263584113807,108.55199999999995,110.86376557819426
2015-08-31,112.13,114.53,112.0,112.76,56229271,45.5943657028285,110.47999999999995,111.49584371879618
2015-09-01,110.18,111.88,107.36,107.72,76845860,38.33992058310196,111.27599999999995,110.23722914586412
2015-09-02,110.0,112.34,109.131,112.34,61888812,46.710088036309386,111.80599999999995,110.93815276390941
2015-09-03,112.49,112.78,110.04,110.37,53233940,43.969222162339754,111.29599999999996,110.74876850927295
2015-09-04,108.97,110.45,108.51,109.27,49996311,42.470651709549706,110.49199999999996,110.25584567284864
2015-09-08,111.65,112.56,110.32,112.31,54843626,47.768798433159745,110.40199999999996,110.94056378189909
2015-09-09,113.76,114.02,109.77,110.15,85010804,44.62416869869415,110.88799999999995,110.67704252126606
2015-09-10,110.27,113.2825,109.9,112.57,62892831,48.69889304171006,110.93399999999993,111.3080283475107
2015-09-11,111.79,114.21,111.76,114.21,49915473,51.31346162041071,111.70199999999993,112.27535223167379
2015-09-14,116.58,116.89,114.86,115.31,58363431,53.042143524917186,112.90999999999994,113.28690148778253
2015-09-15,115.93,116.53,114.42,116.28,43341155,54.57385103552494,113.70399999999995,114.28460099185502
2015-09-16,116.25,116.54,115.44,116.41,37173489,54.78670904596502,114.95599999999995,114.99306732790335
2015-09-17,115.66,116.49,113.715,113.92,64112641,49.95801255293267,115.22599999999996,114.63537821860223
2015-09-18,112.21,114.3,111.87,113.45,74285291,49.07872453146525,115.07399999999996,114.24025214573481
2015-09-21,113.67,115.37,113.66,115.21,50221965,52.453493954810234,115.05399999999995,114.56350143048988
2015-09-22,113.38,114.18,112.5201,113.4,50346159,48.866684569710735,114.47799999999995,114.17566762032659
2015-09-23,113.63,114.72,113.3,114.32,35756716,50.711583900760395,114.05999999999995,114.22377841355106
2015-09-24,113.25,115.5,112.37,115.0,50219475,52.08759661202488,114.27599999999993,114.48251894236738
2015-09-25,116.44,116.69,114.02,114.71,56151926,51.42819105787081,114.52799999999993,114.55834596157825
2015-09-28,113.85,114.57,112.44,112.44,50782189,46.46917219193419,113.97399999999993,113.85223064105217
2015-09-29,112.83,113.51,107.86,109.06,73365384,40.24623649701116,113.10599999999995,112.25482042736812
2015-09-30,110.17,111.54,108.73,110.3,65041596,43.24881899789107,112.30199999999995,111.6032136182454
2015-10-01,109.07,109.62,107.31,109.58,63929100,41.93128052615889,111.21799999999996,110.92880907883027
2015-10-02,108.01,111.0136,107.55,110.38,58019758,43.97360120603835,110.35199999999995,110.74587271922017
2015-10-05,109.88,111.3698,109.07,110.78,52064743,45.0149141830982,110.01999999999995,110.75724847948011
2015-10-06,110.63,111.74,109.765,111.31,48856977,46.435495905514166,110.46999999999996,110.94149898632007
2015-10-07,111.74,111.77,109.41,110.78,46765550,45.1784888956858,110.56599999999996,110.88766599088005
2015-10-08,110.19,110.19,108.21,109.5,61979577,42.20689281723543,110.54999999999995,110.4251106605867
2015-10-09,110.0,112.28,109.49,112.12,52766140,49.52517134163334,110.89799999999995,110.99007377372446
2015-10-12,112.73,112.75,111.44,111.6,30467204,48.22006056164738,111.06199999999997,111.19338251581631
2015-10-13,110.82,112.45,110.68,111.79,33049256,48.751480269755426,111.15799999999997,111.3922550105442
2015-10-14,111.29,111.52,109.56,110.21,44462449,44.64787930507174,111.04399999999998,110.99817000702947
2015-10-15,110.93,112.1,110.49,111.86,37673452,49.43464245831516,111.51599999999999,111.28544667135299
2015-10-16,111.78,112.0,110.53,111.04,39232609,47.24786564215805,111.29999999999998,111.20363111423532
2015-10-19,110.8,111.75,110.11,111.73,29759153,49.280989143032166,111.32599999999998,111.37908740949021
2015-10-20,111.34,114.17,110.82,113.77,48967763,54.824585839763984,111.72199999999998,112.17605827299347
2015-10-21,114.0,115.58,113.7,113.76,42326974,54.79297032828418,112.43199999999999,112.70403884866232
2015-10-22,114.33,115.5,114.1,115.5,41654089,59.201584395276264,113.16,113.63602589910822
2015-10-23,116.7,119.228,116.33,119.08,59366914,66.4508785562812,114.76799999999999,115.45068393273881
2015-10-26,118.08,118.13,114.92,115.28,66333781,55.23245085762475,115.47799999999998,115.39378928849254
2015-10-27,115.4,116.54,113.99,114.55,69884400,53.36847614866404,115.63399999999997,115.11252619232836
2015-10-28,116.93,119.3,116.06,119.27,85551352,62.24137769016052,116.73599999999996,116.49835079488557
2015-10-29,118.7,120.69,118.27,120.53,51227334,64.19970760510986,117.74199999999996,117.84223386325705
2015-10-30,120.99,121.22,119.45,119.5,49365254,61.39644177342037,117.82599999999998,118.3948225755047
2015-11-02,119.87,121.36,119.61,121.18,32203267,64.14636851426425,119.006,119.32321505033647
2015-11-03,120.79,123.49,120.7,122.57,45518976,66.28625616178992,120.60999999999999,120.40547670022431
2015-11-04,123.13,123.82,121.62,122.0,44886050,64.58399012883838,121.15599999999999,120.93698446681621
2015-11-05,121.85,122.69,120.18,120.92,39552680,61.36824775240283,121.234,120.93132297787747
2015-11-06,121.11,121.81,120.62,121.06,33042283,61.63492221115181,121.546,120.97421531858498
2015-11-09,120.96,121.81,120.05,120.57,33871405,60.07191416538199,121.424,120.83947687905665
2015-11-10,116.9,118.07,116.061,116.77,59127931,49.57285281003892,120.26400000000001,119.48298458603776
2015-11-11,116.37,117.42,115.21,116.11,45217971,48.00358279045778,119.08600000000001,118.35865639069183
2015-11-12,116.26,116.82,115.65,115.72,32525579,47.05566422661134,118.046,117.47910426046123
2015-11-13,115.2,115.57,112.27,112.34,45812403,39.73276665844515,116.30199999999999,115.76606950697415
2015-11-16,111.38,114.24,111.0,114.175,38106701,44.758936222911345,115.023,115.23571300464943
2015-11-17,114.92,115.05,113.32,113.69,27583101,43.721080181817456,114.40700000000001,114.72047533643295
2015-11-18,115.76,117.49,115.5,117.29,46674697,52.521438565477915,114.643,115.57698355762197
2015-11-19,117.64,119.75,116.76,118.78,43295820,55.61500356627732,115.255,116.64465570508132
2015-11-20,119.2,119.92,118.85,119.3,34287096,56.67594771962484,116.64699999999998,117.52977047005422
2015-11-23,119.27,119.73,117.34,117.75,32482528,52.63706676709109,117.362,117.60318031336948
2015-11-24,117.33,119.35,117.12,118.88,42803172,55.14657870216395,118.4,118.02878687557966
2015-11-25,119.21,119.23,117.92,118.03,21388308,52.8770130271529,118.548,118.02919125038643
2015-11-27,118.29,118.41,117.6,117.81,13046445,52.27732418391917,118.354,117.95612750025762
2015-11-30,117.99,119.41,117.75,118.3,39180322,53.541145383712596,118.154,118.07075166683842
2015-12-01,118.75,118.81,116.86,117.34,34852374,50.70782510726749,118.072,117.82716777789229
2015-12-02,117.05,118.11,116.08,116.28,33386563,47.705902809869414,117.55199999999999,117.31144518526152
2015-12-03,116.55,116.79,114.22,115.2,41569509,44.79607682852182,116.98600000000002,116.60763012350768
2015-12-04,115.29,119.25,115.11,119.03,57776977,55.22598803373022,117.23000000000002,117.41508674900511
2015-12-07,118.98,119.86,117.81,118.28,32084249,53.10990190485969,117.22600000000003,117.70339116600341
2015-12-08,117.52,118.6,116.86,118.23,34309450,52.964199846956404,117.40400000000002,117.87892744400227
2015-12-09,117.64,117.69,115.08,115.62,46361357,45.887373015964165,117.27200000000002,117.12595162933485
2015-12-10,116.04,116.94,115.51,116.17,29212727,47.47990627470582,117.46600000000004,116.80730108622323
2015-12-11,115.19,115.39,112.851,113.18,46886161,40.501528329666215,116.29600000000005,115.59820072414882
2015-12-14,112.18,112.68,109.79,112.48,65003609,39.054338649978504,115.13600000000005,114.55880048276589
2015-12-15,111.94,112.8,110.35,110.49,53323105,35.20330588100643,113.58800000000005,113.20253365517726
2015-12-16,111.07,111.99,108.8,111.34,56238467,38.01485750947121,112.73200000000006,112.58168910345151
2015-12-17,112.02,112.25,108.98,108.98,44772827,33.6492350925831,111.29400000000005,111.38112606896767
2015-12-18,108.91,109.52,105.81,106.03,96453327,29.143827488021486,109.86400000000006,109.59741737931178
2015-12-21,107.28,107.37,105.57,107.33,47590610,33.377211975947034,108.83400000000006,108.84161158620785
2015-12-22,107.4,107.72,106.45100000000001,107.23,32789367,33.212828854208524,108.18200000000006,108.30440772413857
2015-12-23,107.27,108.85,107.2,108.61,32657354,37.767804501168946,107.63600000000005,108.40627181609239
2015-12-24,109.0,109.0,107.95,108.03,13596680,36.63685102529713,107.44600000000005,108.28084787739492
2015-12-28,107.59,107.69,106.1807,106.82,26704210,34.32741388040263,107.60400000000004,107.79389858492995
2015-12-29,106.96,109.43,106.86,108.74,30931243,40.71362732291289,107.88600000000004,108.10926572328663
2015-12-30,108.58,108.7,107.18,107.32,25213777,37.78696184337535,107.90400000000004,107.84617714885775
2015-12-31,107.01,107.03,104.82,105.26,40912316,33.971780728399395,107.23400000000004,106.9841180992385
2016-01-04,102.61,105.368,102.0,105.35,67649387,34.28396034296854,106.69800000000005,106.439412066159
2016-01-05,105.75,105.85,102.41,102.71,55790992,29.828858021628278,105.87600000000005,105.19627471077266
2016-01-06,100.56,102.37,99.87,100.7,68457388,26.956688597427686,104.26800000000006,103.69751647384844
2016-01-07,98.68,100.13,96.43,96.45,81094428,22.109133942378264,102.09400000000005,101.2816776492323
2016-01-08,98.55,99.11,96.76,96.96,70798016,23.878148652231317,100.43400000000005,99.84111843282153
2016-01-11,98.97,99.06,97.34,98.53,49739377,29.208321366266404,99.07000000000005,99.40407895521436
2016-01-12,100.55,100.69,98.8399,99.96,49154227,33.75805610111151,98.52000000000005,99.5893859701429
2016-01-13,100.32,101.19,97.3,97.39,62439631,30.02343907519557,97.85800000000005,98.8562573134286
2016-01-14,97.96,100.48,95.74,99.52,63170127,36.31208096775442,98.47200000000005,99.07750487561907
2016-01-15,96.2,97.71,95.36,97.13,79833891,32.75506572852247,98.50600000000006,98.42833658374605
2016-01-19,98.41,98.65,95.5,96.66,53087747,32.08936301929599,98.13200000000006,97.8388910558307
2016-01-20,95.1,98.1897,93.42,96.79,72334416,32.49801028873729,97.49800000000008,97.48926070388714
2016-01-21,97.06,97.88,94.94,96.3,52161463,31.723148068383395,97.28000000000007,97.09284046925809
2016-01-22,98.63,101.46,98.37,101.42,65800467,46.16678587587806,97.66000000000008,98.5352269795054
2016-01-25,101.52,101.53,99.21,99.44,51794525,42.428751698520294,98.12200000000009,98.83681798633692
2016-01-26,99.93,100.88,98.07,99.99,75077002,43.79022049463113,98.78800000000008,99.22121199089128
2016-01-27,96.04,96.6289,93.34,93.42,133369674,33.5757631010011,98.11400000000008,97.28747466059419
2016-01-28,93.79,94.52,92.39,94.09,55678825,35.23486686424987,97.67200000000007,96.22164977372945
2016-01-29,94.79,97.34,94.35,97.34,64416504,42.710001620580755,96.85600000000007,96.5944331824863
2016-02-01,96.47,96.71,95.4,96.43,40943541,41.27354584643644,96.25400000000006,96.53962212165753
2016-02-02,95.42,96.04,94.28,94.48,37357215,38.30085946532841,95.15200000000007,95.85308141443835
2016-02-03,95.0,96.84,94.08,96.35,45964294,42.5724469244032,95.73800000000006,96.0187209429589
2016-02-04,95.86,97.33,95.19,96.6,46471652,43.139215963073305,96.24000000000005,96.21248062863926
2016-02-05,96.52,96.92,93.69,94.02,46418064,38.875164600370496,95.57600000000005,95.48165375242617
2016-02-08,93.13,95.7,93.04,95.01,54021375,41.27389558288978,95.29200000000004,95.32443583495078
2016-02-09,94.29,95.94,93.93,94.99,44331195,41.23868703157308,95.39400000000003,95.21295722330052
2016-02-10,95.92,96.35,94.1,94.27,42343601,39.91850403007321,94.97800000000002,94.89863814886701
2016-02-11,93.79,94.72,92.59,93.7,50074711,38.85794183211171,94.39800000000001,94.49909209924468
2016-02-12,94.19,94.5,93.01,93.99,40351381,39.735211967006805,94.39200000000002,94.32939473282978
2016-02-16,95.02,96.85,94.61,96.64,49057916,47.19160539990727,94.71800000000003,95.09959648855319
2016-02-17,96.67,98.21,96.15,98.12,44863243,50.849205723680306,95.34400000000002,96.10639765903547
2016-02-18,98.84,98.89,96.09100000000001,96.26,39020983,46.49108848832553,95.74200000000003,96.15759843935697
2016-02-19,96.0,96.7599,95.8,96.04,35374173,45.989019604286895,96.21000000000004,96.11839895957132
2016-02-22,96.31,96.9,95.92,96.88,34280758,48.285421365547485,96.78800000000004,96.37226597304755
2016-02-23,96.4,96.5,94.55,94.69,31942633,43.136034290320495,96.39800000000004,95.81151064869836
2016-02-24,93.98,96.38,93.32,96.1,36255745,47.05124338018386,95.99400000000003,95.9076737657989
2016-02-25,96.05,96.76,95.25,96.76,27582659,48.82733496914945,96.09400000000002,96.1917825105326
2016-02-26,97.2,98.0237,96.58,96.91,28991131,49.244039905855566,96.26800000000003,96.43118834035506
2016-02-29,96.86,98.23,96.65,96.69,35216277,48.61870865226496,96.23000000000003,96.51745889357004
2016-03-01,97.65,100.77,97.42,100.53,50407147,58.519937331846215,97.39800000000002,97.85497259571336
2016-03-02,100.51,100.89,99.64,100.75,33169560,59.00731605967093,98.32800000000002,98.81998173047558
2016-03-03,100.58,101.7099,100.45,101.5,36955742,60.70249448211823,99.27600000000002,99.71332115365038
